6610.0 [48, 48, 47, 48, 52, 52, 52, 50, 48, 48, 50, 45, 52, 52, 52, 50, 53, 53, 53, 52, 48, 48, 48, 48, 45, 41, 45, 45, 48, 45, 48, 48, 50, 50, 50, 50, 50, 49, 52, 55, 50, 50, 50, 55, 57, 57, 53, 57, 55, 55, 53, 53, 50, 57, 55, 55, 50, 54, 52, 52, 49, 54, 55, 55, 48]
6525.0 [48, 48, 48, 47, 52, 52, 52, 52, 48, 48, 48, 48, 52, 52, 52, 52, 53, 53, 53, 53, 48, 48, 48, 48, 47, 46, 46, 45, 48, 48, 48, 50, 50, 58, 53, 55, 53, 50, 52, 52, 53, 57, 50, 57, 57, 57, 57, 57, 57, 55, 53, 53, 48, 55, 55, 57, 56, 55, 51, 51, 53, 53, 55, 55, 48]
6490.0 [48, 48, 47, 48, 55, 50, 52, 50, 48, 48, 50, 45, 52, 52, 52, 50, 53, 53, 53, 53, 48, 48, 48, 48, 45, 41, 45, 45, 48, 45, 48, 48, 50, 50, 50, 50, 50, 49, 55, 55, 50, 50, 50, 55, 57, 57, 57, 57, 55, 55, 53, 54, 54, 57, 55, 55, 53, 53, 60, 57, 53, 53, 52, 59, 48]
6435.0 [48, 48, 47, 47, 52, 52, 52, 43, 48, 50, 50, 50, 52, 52, 52, 52, 53, 45, 53, 53, 48, 48, 48, 50, 50, 48, 53, 48, 45, 48, 50, 48, 45, 45, 52, 50, 50, 50, 52, 55, 56, 57, 57, 52, 54, 57, 57, 57, 55, 55, 53, 53, 55, 55, 55, 55, 50, 50, 52, 52, 55, 51, 51, 55, 48]
6415.0 [48, 48, 49, 45, 52, 52, 59, 59, 52, 48, 48, 48, 52, 52, 50, 45, 53, 53, 52, 53, 53, 53, 48, 48, 55, 47, 44, 45, 48, 45, 48, 48, 47, 50, 47, 50, 50, 50, 50, 50, 53, 52, 57, 57, 62, 57, 57, 57, 52, 50, 53, 53, 55, 55, 55, 55, 50, 50, 55, 55, 55, 53, 51, 55, 48]
6385.0 [48, 48, 48, 48, 52, 52, 50, 52, 48, 43, 43, 47, 52, 52, 52, 52, 49, 52, 50, 53, 53, 48, 48, 48, 48, 48, 49, 48, 47, 47, 48, 48, 45, 50, 53, 53, 53, 50, 48, 53, 56, 57, 57, 57, 57, 57, 57, 57, 53, 53, 53, 52, 52, 55, 55, 55, 54, 50, 53, 55, 53, 53, 53, 55, 48]
6290.0 [48, 48, 44, 45, 52, 50, 52, 50, 48, 48, 48, 50, 53, 52, 52, 47, 45, 50, 53, 50, 53, 53, 48, 48, 47, 57, 44, 40, 48, 47, 48, 48, 45, 48, 50, 50, 50, 51, 50, 50, 52, 57, 57, 57, 57, 57, 57, 57, 55, 55, 55, 53, 55, 55, 52, 55, 50, 50, 49, 51, 53, 53, 53, 55, 48]
6265.0 [48, 48, 52, 48, 50, 48, 52, 52, 48, 48, 48, 48, 64, 45, 52, 52, 53, 51, 53, 53, 48, 48, 48, 45, 45, 45, 46, 47, 46, 48, 48, 48, 50, 50, 51, 45, 48, 50, 52, 53, 57, 57, 57, 57, 55, 57, 57, 57, 53, 55, 53, 53, 55, 51, 55, 55, 55, 52, 52, 52, 53, 52, 50, 55, 48]
6235.0 [48, 46, 48, 45, 50, 48, 51, 48, 52, 52, 52, 52, 52, 52, 55, 52, 53, 53, 53, 52, 48, 48, 45, 50, 45, 45, 48, 48, 45, 45, 45, 47, 50, 48, 49, 50, 51, 50, 52, 50, 57, 57, 61, 57, 57, 57, 57, 57, 57, 53, 53, 55, 55, 57, 55, 54, 53, 53, 50, 50, 53, 50, 55, 55, 48]
6215.0 [48, 47, 48, 52, 48, 46, 54, 51, 47, 47, 48, 47, 52, 52, 53, 52, 53, 53, 50, 53, 45, 48, 48, 52, 48, 48, 43, 44, 48, 45, 48, 47, 47, 47, 50, 50, 50, 50, 50, 52, 50, 50, 58, 50, 57, 57, 57, 57, 53, 53, 51, 52, 55, 55, 52, 55, 55, 55, 55, 53, 53, 53, 53, 52, 48]
