9545.0 [60, 59, 59, 59, 60, 60, 64, 60, 59, 62, 60, 60, 62, 60, 59, 59, 60, 60, 59, 57, 59, 59, 59, 57, 53, 53, 53, 57, 55, 55, 59, 57, 50, 50, 57, 59, 57, 53, 53, 53, 53, 50, 52, 52, 50, 53, 53, 50, 50, 50, 53, 53, 53, 48, 50, 55, 55, 55, 50, 48, 48, 50, 47, 47, 48]
9520.0 [60, 55, 55, 60, 55, 60, 60, 60, 60, 60, 60, 60, 60, 60, 65, 65, 65, 60, 62, 60, 57, 57, 60, 60, 55, 57, 60, 60, 62, 57, 57, 57, 62, 62, 57, 57, 57, 55, 53, 53, 53, 45, 50, 52, 53, 53, 48, 50, 48, 50, 50, 50, 48, 50, 50, 50, 49, 50, 50, 48, 50, 50, 50, 47, 48]
9435.0 [60, 55, 55, 60, 52, 60, 64, 60, 60, 60, 62, 60, 59, 60, 60, 60, 60, 60, 57, 57, 60, 58, 57, 60, 57, 57, 59, 57, 62, 57, 60, 60, 62, 62, 57, 57, 57, 55, 53, 57, 57, 57, 52, 52, 53, 53, 48, 48, 48, 48, 50, 50, 50, 50, 50, 55, 50, 55, 55, 50, 50, 50, 47, 47, 48]
9375.0 [60, 60, 60, 61, 59, 60, 60, 60, 60, 59, 59, 59, 60, 60, 53, 60, 59, 59, 60, 60, 60, 57, 60, 57, 57, 57, 60, 60, 55, 55, 60, 60, 59, 57, 57, 57, 57, 57, 57, 57, 57, 50, 55, 57, 55, 53, 53, 50, 50, 45, 50, 50, 50, 50, 50, 55, 50, 50, 47, 50, 55, 55, 50, 50, 48]
9315.0 [60, 60, 60, 59, 60, 60, 60, 61, 60, 59, 60, 60, 60, 64, 64, 64, 60, 60, 60, 60, 57, 59, 57, 57, 53, 53, 57, 57, 57, 60, 61, 57, 57, 59, 57, 57, 57, 57, 53, 53, 53, 53, 48, 53, 50, 50, 55, 55, 50, 46, 50, 50, 47, 47, 48, 50, 55, 55, 50, 50, 52, 50, 50, 50, 48]
9195.0 [60, 60, 60, 61, 59, 59, 60, 60, 59, 59, 60, 57, 60, 60, 57, 57, 57, 60, 60, 60, 60, 57, 60, 57, 57, 57, 57, 57, 60, 64, 61, 60, 59, 57, 57, 57, 57, 57, 57, 57, 57, 50, 55, 57, 55, 53, 52, 50, 50, 45, 50, 50, 50, 48, 52, 52, 50, 50, 50, 50, 55, 55, 50, 50, 48]
9175.0 [60, 64, 62, 60, 60, 60, 60, 60, 59, 59, 60, 60, 60, 60, 60, 59, 59, 60, 55, 57, 57, 53, 57, 57, 57, 57, 62, 62, 59, 59, 59, 59, 60, 59, 57, 57, 57, 57, 57, 57, 50, 50, 53, 50, 57, 50, 50, 50, 51, 51, 50, 50, 50, 50, 53, 55, 55, 53, 53, 57, 57, 50, 47, 47, 48]
9175.0 [60, 60, 60, 60, 62, 62, 60, 64, 60, 59, 60, 64, 62, 62, 62, 60, 57, 45, 45, 60, 60, 57, 57, 57, 57, 58, 58, 60, 60, 60, 60, 60, 59, 59, 59, 59, 57, 57, 53, 53, 53, 53, 53, 57, 57, 57, 53, 53, 50, 50, 50, 50, 50, 48, 55, 53, 55, 55, 55, 55, 55, 55, 50, 50, 48]
9145.0 [60, 60, 60, 60, 59, 60, 60, 57, 60, 60, 60, 60, 60, 60, 60, 62, 57, 57, 60, 60, 60, 57, 57, 57, 59, 59, 61, 59, 59, 59, 60, 59, 60, 57, 56, 57, 57, 57, 57, 53, 53, 48, 48, 53, 53, 50, 53, 53, 50, 50, 50, 50, 50, 50, 52, 55, 55, 57, 52, 55, 53, 53, 50, 50, 48]
9125.0 [60, 58, 57, 64, 60, 60, 60, 62, 60, 59, 58, 60, 60, 60, 60, 60, 60, 59, 57, 60, 57, 59, 59, 57, 53, 53, 57, 57, 57, 60, 57, 57, 59, 57, 57, 56, 57, 57, 50, 50, 52, 50, 50, 50, 52, 50, 52, 50, 47, 50, 53, 48, 50, 50, 50, 50, 47, 47, 50, 50, 43, 47, 47, 48, 48]
9105.0 [60, 60, 60, 61, 59, 60, 60, 60, 60, 60, 60, 60, 59, 60, 60, 60, 59, 59, 60, 60, 60, 57, 57, 55, 59, 57, 60, 62, 62, 55, 60, 57, 59, 57, 57, 57, 57, 57, 57, 57, 57, 50, 53, 53, 52, 52, 50, 53, 53, 49, 52, 50, 52, 50, 50, 50, 55, 53, 53, 50, 50, 50, 48, 47, 48]
9105.0 [60, 59, 59, 59, 60, 62, 64, 53, 60, 60, 60, 60, 62, 60, 59, 59, 60, 60, 60, 60, 57, 59, 57, 57, 57, 57, 52, 57, 57, 60, 60, 57, 59, 59, 57, 57, 57, 56, 53, 55, 53, 53, 48, 55, 57, 52, 52, 50, 50, 47, 49, 50, 47, 47, 48, 50, 55, 55, 50, 50, 52, 50, 50, 50, 48]
9090.0 [60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 57, 57, 60, 56, 60, 60, 65, 57, 57, 53, 57, 57, 57, 59, 59, 59, 57, 60, 63, 62, 57, 57, 57, 57, 53, 54, 55, 53, 53, 53, 53, 53, 45, 45, 50, 50, 50, 55, 50, 50, 50, 50, 47, 52, 55, 50, 50, 50, 47, 50, 48]
9090.0 [60, 62, 57, 60, 62, 62, 60, 60, 62, 60, 57, 60, 65, 60, 60, 63, 60, 60, 60, 57, 60, 60, 60, 57, 57, 57, 57, 57, 57, 55, 57, 60, 57, 57, 57, 59, 57, 59, 53, 53, 53, 48, 53, 57, 57, 57, 52, 53, 53, 52, 50, 50, 47, 50, 53, 53, 55, 55, 55, 55, 55, 55, 50, 50, 48]
9020.0 [60, 62, 60, 60, 52, 52, 60, 60, 60, 60, 59, 59, 60, 64, 64, 64, 57, 62, 57, 57, 60, 60, 62, 62, 65, 60, 60, 57, 57, 57, 57, 55, 57, 57, 52, 55, 57, 60, 60, 60, 53, 53, 53, 57, 57, 57, 55, 53, 53, 50, 50, 48, 47, 50, 50, 55, 57, 58, 59, 55, 50, 50, 48, 47, 49]
9015.0 [60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 59, 59, 60, 60, 57, 57, 57, 57, 57, 65, 60, 65, 57, 60, 52, 57, 60, 60, 57, 60, 57, 57, 57, 56, 57, 53, 52, 53, 53, 55, 60, 48, 49, 53, 50, 50, 50, 50, 50, 50, 48, 48, 48, 55, 50, 50, 50, 50, 47, 48, 52, 47, 48]
9015.0 [60, 60, 60, 60, 60, 60, 60, 60, 59, 59, 60, 60, 58, 60, 55, 57, 60, 59, 59, 60, 60, 57, 59, 57, 53, 53, 53, 57, 55, 55, 58, 57, 50, 50, 57, 55, 55, 62, 53, 53, 57, 57, 52, 52, 53, 53, 52, 50, 50, 50, 53, 48, 50, 50, 50, 55, 48, 48, 50, 50, 43, 47, 47, 48, 48]
9000.0 [60, 62, 60, 60, 60, 60, 62, 62, 64, 64, 57, 60, 62, 62, 60, 65, 60, 60, 60, 57, 57, 53, 57, 57, 57, 56, 62, 62, 60, 57, 59, 59, 57, 57, 62, 57, 57, 57, 56, 53, 53, 48, 52, 53, 52, 53, 53, 53, 53, 50, 50, 50, 50, 50, 52, 47, 47, 50, 55, 50, 50, 50, 47, 47, 48]
9000.0 [60, 59, 60, 60, 60, 64, 55, 57, 62, 60, 60, 64, 64, 64, 64, 64, 57, 62, 57, 57, 57, 60, 62, 62, 65, 60, 60, 57, 57, 57, 60, 60, 57, 57, 59, 59, 55, 60, 60, 53, 53, 53, 53, 43, 50, 50, 52, 53, 53, 50, 47, 50, 50, 47, 47, 48, 55, 55, 55, 55, 55, 55, 50, 47, 48]
8985.0 [60, 60, 54, 52, 60, 60, 60, 59, 59, 59, 57, 60, 62, 60, 57, 59, 60, 60, 60, 60, 65, 65, 65, 65, 57, 57, 57, 57, 55, 55, 60, 60, 57, 57, 57, 63, 55, 55, 57, 57, 57, 57, 57, 57, 57, 50, 50, 50, 50, 47, 50, 48, 48, 50, 50, 50, 50, 50, 50, 48, 50, 50, 50, 50, 48]
8985.0 [60, 60, 60, 59, 62, 59, 57, 60, 60, 59, 59, 57, 43, 60, 60, 59, 60, 60, 60, 60, 65, 65, 65, 65, 57, 57, 57, 57, 55, 55, 60, 60, 57, 57, 57, 57, 55, 55, 57, 57, 53, 53, 56, 52, 52, 50, 52, 50, 53, 50, 50, 50, 48, 50, 50, 43, 50, 50, 52, 48, 50, 49, 50, 50, 48]
8985.0 [60, 60, 60, 60, 60, 52, 60, 60, 60, 60, 60, 60, 60, 60, 57, 57, 59, 60, 60, 57, 60, 60, 58, 60, 57, 57, 57, 60, 60, 60, 60, 62, 62, 62, 57, 59, 59, 58, 53, 55, 53, 53, 55, 50, 57, 53, 53, 53, 50, 50, 53, 53, 53, 46, 50, 50, 53, 55, 55, 45, 50, 50, 50, 50, 48]
8980.0 [60, 62, 60, 60, 52, 60, 60, 60, 61, 60, 62, 65, 65, 65, 60, 60, 60, 60, 60, 60, 60, 59, 60, 60, 55, 57, 57, 57, 60, 62, 62, 62, 57, 59, 56, 59, 57, 57, 57, 57, 53, 50, 50, 57, 57, 57, 57, 50, 53, 53, 50, 52, 50, 48, 47, 50, 50, 55, 55, 55, 53, 45, 45, 47, 60]
8965.0 [60, 55, 60, 57, 62, 62, 62, 60, 60, 60, 59, 57, 57, 60, 60, 60, 60, 57, 57, 57, 57, 55, 59, 59, 57, 57, 62, 62, 60, 60, 59, 57, 57, 56, 52, 55, 55, 55, 53, 53, 53, 53, 53, 53, 50, 50, 52, 50, 50, 55, 52, 50, 46, 50, 50, 50, 52, 52, 55, 53, 50, 52, 47, 47, 48]
8930.0 [60, 60, 60, 60, 62, 60, 60, 59, 59, 60, 60, 60, 65, 64, 64, 64, 64, 64, 55, 55, 60, 57, 57, 57, 57, 61, 57, 57, 60, 55, 57, 57, 59, 59, 55, 55, 52, 52, 53, 55, 53, 53, 55, 55, 53, 50, 50, 48, 50, 50, 50, 50, 49, 50, 50, 50, 50, 50, 52, 55, 53, 53, 51, 50, 48]
8895.0 [60, 60, 60, 60, 60, 62, 60, 60, 60, 60, 60, 60, 62, 60, 60, 60, 59, 60, 60, 60, 60, 60, 52, 52, 57, 57, 60, 60, 57, 59, 57, 55, 57, 58, 58, 50, 57, 55, 50, 49, 53, 53, 53, 53, 52, 53, 52, 52, 50, 50, 48, 48, 53, 53, 52, 50, 52, 52, 55, 57, 55, 47, 47, 47, 45]
8885.0 [60, 60, 60, 61, 59, 60, 60, 60, 60, 59, 59, 59, 60, 60, 60, 60, 57, 61, 61, 60, 60, 60, 60, 57, 57, 57, 57, 57, 60, 64, 61, 60, 57, 57, 55, 57, 59, 55, 53, 57, 57, 57, 55, 55, 53, 51, 53, 50, 50, 50, 50, 48, 50, 47, 52, 52, 50, 50, 50, 50, 55, 55, 50, 50, 48]
8875.0 [60, 60, 59, 60, 60, 60, 60, 60, 60, 60, 60, 59, 64, 64, 60, 64, 60, 60, 57, 57, 61, 60, 60, 60, 52, 60, 60, 60, 55, 57, 61, 60, 57, 57, 57, 57, 50, 53, 57, 57, 52, 55, 53, 50, 50, 50, 50, 50, 50, 50, 51, 48, 47, 47, 47, 50, 50, 55, 45, 50, 50, 50, 50, 50, 48]
8875.0 [60, 64, 60, 62, 60, 60, 64, 57, 60, 60, 60, 60, 60, 60, 64, 59, 64, 65, 65, 60, 57, 60, 60, 57, 60, 59, 60, 57, 50, 56, 57, 57, 57, 55, 55, 53, 53, 57, 57, 57, 50, 53, 52, 52, 52, 53, 50, 48, 55, 50, 50, 48, 48, 53, 50, 50, 52, 53, 50, 52, 50, 50, 47, 47, 48]
8865.0 [60, 62, 60, 60, 62, 62, 60, 60, 62, 62, 60, 60, 60, 59, 53, 60, 60, 60, 59, 57, 57, 57, 60, 57, 53, 57, 57, 57, 57, 59, 57, 55, 57, 57, 57, 57, 57, 54, 57, 53, 53, 50, 47, 48, 50, 53, 53, 53, 50, 52, 54, 50, 50, 50, 50, 53, 52, 52, 53, 55, 55, 47, 48, 50, 48]
8850.0 [60, 64, 60, 60, 60, 60, 57, 57, 57, 57, 60, 60, 60, 60, 60, 60, 60, 57, 57, 60, 65, 57, 60, 55, 53, 57, 57, 60, 60, 60, 60, 60, 57, 57, 57, 55, 55, 53, 53, 53, 53, 52, 52, 52, 52, 51, 51, 50, 50, 50, 48, 50, 50, 50, 47, 50, 47, 47, 60, 60, 55, 57, 55, 55, 48]
8845.0 [60, 60, 60, 60, 60, 60, 59, 57, 57, 60, 60, 60, 62, 64, 64, 64, 62, 62, 60, 60, 57, 57, 60, 60, 56, 57, 55, 55, 60, 57, 57, 55, 55, 57, 59, 59, 55, 55, 50, 50, 50, 53, 57, 55, 53, 53, 55, 55, 50, 50, 50, 48, 48, 50, 50, 55, 53, 50, 50, 47, 47, 47, 47, 47, 47]
8835.0 [60, 60, 60, 60, 52, 52, 60, 57, 56, 60, 60, 60, 60, 60, 59, 60, 60, 64, 60, 57, 57, 57, 57, 57, 55, 55, 60, 60, 60, 60, 57, 57, 56, 55, 55, 55, 55, 57, 53, 53, 53, 55, 48, 48, 48, 53, 50, 49, 50, 50, 50, 50, 48, 48, 47, 50, 51, 50, 50, 50, 50, 50, 47, 47, 48]
8825.0 [60, 60, 60, 60, 62, 57, 60, 60, 60, 64, 64, 60, 62, 62, 59, 59, 60, 62, 58, 60, 60, 60, 59, 59, 57, 57, 60, 60, 60, 60, 60, 62, 62, 57, 52, 55, 57, 55, 53, 53, 53, 52, 55, 55, 52, 52, 51, 53, 55, 52, 49, 50, 57, 50, 47, 52, 50, 50, 53, 52, 52, 50, 47, 47, 48]
8820.0 [60, 60, 60, 60, 60, 57, 61, 59, 59, 60, 60, 60, 62, 62, 60, 65, 60, 60, 60, 57, 57, 60, 57, 55, 55, 55, 60, 60, 64, 57, 57, 57, 62, 60, 60, 57, 55, 57, 57, 54, 53, 50, 50, 50, 50, 52, 53, 53, 50, 50, 48, 48, 48, 50, 50, 47, 52, 52, 55, 53, 50, 47, 47, 50, 48]
8820.0 [60, 59, 60, 60, 60, 64, 57, 57, 62, 60, 60, 60, 60, 64, 64, 64, 57, 62, 57, 57, 61, 60, 62, 62, 65, 60, 62, 57, 57, 57, 57, 57, 57, 57, 52, 59, 57, 58, 53, 53, 53, 53, 53, 53, 50, 50, 52, 50, 50, 50, 50, 50, 50, 50, 55, 55, 55, 47, 50, 50, 50, 50, 50, 59, 48]
8805.0 [60, 60, 60, 60, 60, 60, 59, 57, 57, 60, 60, 60, 60, 60, 62, 60, 61, 60, 60, 57, 57, 57, 60, 60, 56, 56, 57, 57, 60, 60, 55, 55, 57, 57, 54, 57, 57, 57, 53, 53, 53, 53, 52, 50, 57, 55, 50, 50, 53, 53, 53, 53, 50, 50, 49, 55, 53, 50, 50, 47, 47, 47, 50, 50, 48]
8795.0 [60, 61, 60, 60, 60, 60, 60, 60, 59, 62, 62, 60, 60, 47, 59, 60, 60, 57, 57, 57, 59, 60, 57, 57, 53, 53, 53, 57, 55, 55, 59, 57, 57, 50, 50, 50, 50, 57, 53, 53, 53, 53, 52, 52, 50, 50, 57, 50, 48, 48, 50, 50, 50, 48, 50, 52, 52, 50, 50, 50, 50, 50, 46, 47, 48]
8770.0 [60, 60, 59, 59, 62, 62, 64, 59, 59, 60, 64, 64, 64, 64, 52, 60, 65, 65, 65, 57, 57, 57, 57, 59, 60, 60, 55, 55, 60, 57, 60, 60, 59, 57, 57, 57, 57, 57, 51, 53, 52, 52, 50, 53, 53, 50, 50, 50, 53, 56, 50, 48, 50, 50, 55, 55, 53, 53, 50, 50, 50, 47, 47, 47, 48]
8755.0 [60, 60, 60, 61, 59, 60, 60, 60, 60, 60, 60, 60, 59, 60, 60, 58, 59, 59, 60, 60, 60, 57, 57, 57, 59, 59, 60, 59, 59, 59, 60, 59, 59, 57, 57, 57, 57, 57, 57, 57, 57, 50, 53, 53, 52, 52, 52, 53, 53, 49, 52, 50, 50, 50, 50, 50, 55, 53, 53, 49, 50, 50, 48, 47, 48]
8755.0 [60, 55, 59, 59, 60, 62, 64, 60, 60, 60, 62, 60, 60, 60, 60, 60, 60, 59, 60, 60, 57, 57, 60, 60, 57, 57, 59, 57, 60, 57, 59, 57, 57, 57, 57, 57, 57, 53, 53, 53, 53, 53, 55, 55, 50, 50, 52, 46, 48, 50, 50, 50, 50, 50, 52, 55, 55, 55, 55, 45, 50, 59, 47, 47, 48]
8750.0 [60, 59, 64, 64, 64, 64, 60, 60, 60, 60, 60, 60, 62, 62, 62, 59, 62, 62, 62, 60, 60, 57, 57, 57, 60, 59, 58, 53, 60, 60, 60, 60, 57, 57, 57, 55, 55, 55, 58, 55, 65, 53, 55, 57, 50, 50, 53, 53, 48, 50, 50, 50, 50, 50, 47, 55, 55, 47, 55, 53, 50, 50, 47, 47, 48]
8745.0 [60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 57, 57, 57, 59, 62, 60, 60, 57, 57, 57, 47, 57, 59, 60, 60, 60, 60, 60, 62, 62, 60, 60, 57, 59, 59, 56, 57, 53, 53, 53, 55, 53, 53, 53, 57, 57, 53, 51, 50, 47, 50, 50, 50, 50, 47, 49, 53, 53, 50, 50, 50, 50, 47, 47, 48]
8735.0 [60, 60, 59, 60, 60, 60, 60, 60, 60, 60, 60, 59, 60, 60, 60, 59, 60, 59, 57, 57, 57, 57, 57, 57, 55, 57, 57, 60, 60, 60, 57, 57, 57, 53, 53, 50, 59, 52, 52, 53, 52, 50, 50, 52, 55, 53, 53, 53, 53, 54, 52, 52, 50, 51, 52, 48, 45, 55, 55, 50, 50, 50, 47, 47, 48]
8725.0 [60, 60, 60, 60, 60, 59, 59, 44, 59, 57, 60, 60, 60, 52, 59, 59, 57, 57, 60, 60, 57, 57, 60, 57, 60, 60, 60, 59, 59, 59, 57, 58, 60, 62, 62, 55, 53, 53, 55, 55, 55, 55, 53, 57, 57, 50, 50, 50, 50, 50, 50, 50, 50, 47, 47, 47, 48, 55, 55, 55, 47, 50, 47, 47, 48]
8725.0 [60, 55, 55, 57, 60, 60, 60, 60, 60, 60, 59, 57, 57, 60, 60, 60, 60, 57, 57, 57, 57, 55, 59, 59, 57, 57, 60, 64, 55, 60, 59, 57, 59, 59, 60, 55, 55, 55, 55, 57, 53, 52, 48, 48, 50, 50, 50, 50, 57, 50, 50, 50, 50, 50, 50, 50, 52, 55, 55, 55, 50, 50, 50, 47, 47]
8725.0 [60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 58, 60, 60, 59, 60, 53, 53, 60, 60, 60, 59, 59, 59, 57, 60, 64, 55, 55, 60, 60, 57, 57, 57, 57, 57, 53, 53, 53, 57, 57, 57, 57, 50, 50, 53, 53, 52, 55, 53, 50, 49, 50, 55, 54, 47, 48, 53, 55, 50, 49, 50, 50, 48]
8705.0 [60, 60, 60, 60, 60, 62, 60, 60, 60, 60, 60, 60, 62, 62, 62, 59, 59, 57, 60, 60, 59, 58, 59, 59, 60, 60, 55, 55, 60, 58, 57, 57, 59, 57, 57, 57, 57, 53, 53, 51, 52, 52, 52, 56, 53, 50, 50, 52, 53, 53, 50, 50, 48, 55, 55, 55, 53, 53, 52, 50, 50, 50, 47, 48, 48]
8705.0 [60, 60, 56, 57, 59, 57, 60, 59, 60, 60, 62, 62, 59, 64, 64, 62, 64, 55, 55, 55, 60, 57, 57, 57, 57, 61, 57, 60, 57, 55, 57, 57, 50, 50, 50, 57, 50, 53, 53, 55, 55, 55, 53, 55, 53, 53, 53, 53, 53, 50, 50, 50, 50, 50, 50, 50, 47, 47, 54, 57, 55, 50, 50, 50, 48]
8695.0 [60, 60, 60, 60, 62, 57, 60, 60, 60, 64, 64, 64, 64, 59, 59, 59, 60, 62, 60, 60, 60, 60, 60, 60, 57, 59, 60, 60, 60, 55, 57, 60, 62, 57, 52, 55, 55, 55, 53, 53, 53, 52, 55, 55, 52, 52, 51, 53, 55, 52, 50, 50, 57, 57, 47, 52, 50, 50, 48, 46, 52, 48, 47, 47, 48]
8685.0 [60, 59, 60, 57, 52, 60, 60, 60, 60, 59, 60, 59, 60, 57, 59, 59, 60, 57, 55, 60, 60, 59, 59, 60, 59, 57, 60, 60, 60, 60, 60, 59, 60, 58, 58, 55, 57, 57, 57, 52, 52, 52, 50, 50, 52, 50, 52, 52, 48, 52, 50, 50, 53, 53, 52, 48, 50, 50, 57, 54, 53, 55, 47, 47, 48]
8685.0 [60, 60, 60, 60, 61, 60, 58, 60, 60, 60, 60, 59, 59, 60, 60, 60, 60, 57, 55, 60, 60, 59, 59, 57, 57, 57, 60, 60, 62, 62, 62, 60, 57, 57, 61, 59, 57, 57, 55, 50, 50, 53, 53, 50, 50, 50, 53, 53, 50, 50, 50, 50, 50, 50, 50, 50, 53, 53, 50, 50, 50, 50, 50, 50, 50]
8685.0 [60, 60, 59, 60, 60, 64, 64, 64, 60, 60, 60, 60, 60, 60, 56, 57, 57, 57, 60, 60, 60, 60, 60, 60, 60, 59, 59, 59, 55, 55, 57, 60, 60, 57, 59, 59, 52, 55, 50, 50, 53, 53, 55, 57, 57, 52, 52, 50, 50, 62, 47, 48, 47, 47, 50, 50, 48, 50, 49, 47, 45, 45, 47, 47, 48]
